SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Townhouse,166 Fixie,Irvine,CA,92618,779500,3,3.5,GP - Great Park,2075,,2017,12,376,408,Active,November-28-2018 10:30 AM,November-28-2018 01:30 PM,http://www.redfin.com/CA/Irvine/166-Fixie-92618/home/146415952,CRMLS,OC18273005,N,Y,33.6903871,-117.7347071
MLS Listing,,Condo/Co-op,7205 Apricot Dr,Irvine,CA,92618,465000,2,2.0,OT - Orangetree,1000,351965,1979,32,465,441,Active,,,http://www.redfin.com/CA/Irvine/7205-Apricot-Dr-92618/unit-7205/home/5260030,CRMLS,OC18258764,N,Y,33.6704725,-117.7761276
MLS Listing,,Condo/Co-op,123 Neptune,Irvine,CA,92618,749900,3,3.0,PS - Portola Springs,2038,,2016,32,368,315,Active,,,http://www.redfin.com/CA/Irvine/123-Neptune-92618/home/143910134,CRMLS,OC18255742,N,Y,33.6994507,-117.7322163
MLS Listing,,Condo/Co-op,62 Full Moon,Irvine,CA,92618,590000,2,2.0,PS - Portola Springs,1239,,2010,39,476,324,Active,,,http://www.redfin.com/CA/Irvine/62-Full-Moon-92618/home/40102641,CRMLS,OC18254030,N,Y,33.695344,-117.7187228
MLS Listing,,Condo/Co-op,4313 Apricot Dr,Irvine,CA,92618,449999,2,2.0,OT - Orangetree,1000,,1979,52,450,441,Active,,,http://www.redfin.com/CA/Irvine/4313-Apricot-Dr-92618/unit-2206/home/146459911,CRMLS,OC18242615,N,Y,33.6698224,-117.7754367
MLS Listing,,Condo/Co-op,121 Calypso,Irvine,CA,92618,685000,2,2.5,WD - Woodbury,1439,,2009,72,476,294,Active,,,http://www.redfin.com/CA/Irvine/121-Calypso-92618/home/40103248,CRMLS,OC18225904,N,Y,33.6950042,-117.740162
MLS Listing,,Condo/Co-op,33 Silverado,Irvine,CA,92618,580000,2,2.0,PS - Portola Springs,1239,,2010,81,468,324,Active,,,http://www.redfin.com/CA/Irvine/33-Silverado-92618/home/40102648,CRMLS,OC18218577,N,Y,33.6952509,-117.7182737
MLS Listing,,Townhouse,115 Augustine,Irvine,CA,92618,881972,3,2.25,CV - Cypress Village,1884,,2018,1,468,362,Active,,,http://www.redfin.com/CA/Irvine/115-Augustine-92618/home/148350585,CRMLS,OC18279243,N,Y,33.6807189,-117.7468027
MLS Listing,,Townhouse,117 Augustine,Irvine,CA,92618,826067,3,2.25,CV - Cypress Village,1606,,2018,1,514,362,Active,,,http://www.redfin.com/CA/Irvine/117-Augustine-92618/home/148350426,CRMLS,OC18279258,N,Y,33.6807189,-117.7468027
MLS Listing,,Single Family Residential,72 Egret,Irvine,CA,92618,2253595,5,5.5,699 - Not Defined,4800,6105,2019,1,469,295,Active,,,http://www.redfin.com/CA/Irvine/72-Egret-Unknown/home/148350098,CRMLS,PW18279736,N,Y,33.6812369,-117.7025313
MLS Listing,,Condo/Co-op,34 Ridge,Irvine,CA,92618,998000,4,4.5,PS - Portola Springs,2655,3000,2007,3,376,354,Active,,,http://www.redfin.com/CA/Irvine/34-Ridge-Vly-92618/home/21937692,CRMLS,PW18277966,N,Y,33.7053682,-117.7204637
MLS Listing,,Condo/Co-op,116 Hemisphere,Irvine,CA,92618,989000,4,3.0,PS - Portola Springs,2185,,2018,5,453,232,Active,,,http://www.redfin.com/CA/Irvine/116-Hemisphere-92618/home/148203002,CRMLS,PW18278421,N,Y,33.665242,-117.7490656
MLS Listing,,Condo/Co-op,56 Scarlet Bloom,Irvine,CA,92618,575000,2,2.0,PS - Portola Springs,1024,1024,2007,5,562,239,Active,,,http://www.redfin.com/CA/Irvine/56-Scarlet-Bloom-92618/home/17472986,CRMLS,OC18278360,N,Y,33.6941499,-117.7166912
MLS Listing,,Condo/Co-op,124 Hemisphere,Irvine,CA,92618,1046000,4,3.5,PS - Portola Springs,2340,,2018,8,447,232,Active,,,http://www.redfin.com/CA/Irvine/124-Hemisphere-92618/home/113720996,CRMLS,PW18255327,N,Y,33.689809,-117.710042
MLS Listing,,Condo/Co-op,223 Carlow,Irvine,CA,92618,640990,1,1.5,699 - Not Defined,1499,1499,2018,8,428,453,Active,,,http://www.redfin.com/CA/Irvine/223-Carlow-92618/home/148158358,CRMLS,CV18276281,N,Y,33.665242,-117.7490656
MLS Listing,,Single Family Residential,621 Cultivate,Irvine,CA,92618,1022940,4,3.0,GP - Great Park,2300,2500,2018,9,445,215,Active,,,http://www.redfin.com/CA/Irvine/621-Cultivate-92618/home/148128628,CRMLS,SW18276177,N,Y,33.683667,-117.720754
MLS Listing,,Single Family Residential,164 Stage,Irvine,CA,92618,1011120,4,3.0,GP - Great Park,2300,2500,2018,9,440,215,Active,,,http://www.redfin.com/CA/Irvine/164-Stage-92618/home/148128629,CRMLS,SW18276169,N,Y,33.683667,-117.720754
MLS Listing,,Single Family Residential,156 Stage,Irvine,CA,92618,918750,3,2.5,GP - Great Park,2043,2500,2018,9,450,215,Active,,,http://www.redfin.com/CA/Irvine/156-Stage-92618/home/148128632,CRMLS,SW18276157,N,Y,33.683667,-117.720754
MLS Listing,,Condo/Co-op,104 Borrego,Irvine,CA,92618,725000,3,3.0,PS - Portola Springs,1694,,2013,9,428,353,Active,December-1-2018 01:00 PM,December-1-2018 04:00 PM,http://www.redfin.com/CA/Irvine/104-Borrego-92618/home/58555904,CRMLS,NP18274446,N,Y,33.6982071,-117.7155196
MLS Listing,,Condo/Co-op,447 Orange Blossom #213,Irvine,CA,92618,419000,1,1.0,OT - Orangetree,814,,1977,9,515,322,Active,,,http://www.redfin.com/CA/Irvine/447-Orange-Blossom-92618/unit-213/home/5479281,CRMLS,OC18275368,N,Y,33.6710277,-117.774173
MLS Listing,,Townhouse,27 Wild Trl,Irvine,CA,92618,799000,3,2.5,PS - Portola Springs,2159,,2011,10,370,164,Active,,,http://www.redfin.com/CA/Irvine/27-Wild-Trl-92618/home/146522900,CRMLS,OC18269618,N,Y,33.665242,-117.7490656
MLS Listing,,Condo/Co-op,100 Orange Blossom #98,Irvine,CA,92618,319000,1,1.0,Irvine,473,,1976,10,674,300,Active,,,http://www.redfin.com/CA/Irvine/100-Orange-Blossom-92618/unit-98/home/5459076,CRMLS,180063696,N,Y,33.6726868,-117.7732361
MLS Listing,,Condo/Co-op,99 Kestrel,Irvine,CA,92618,809000,3,3.5,PS - Portola Springs,1628,,2015,10,497,263,Active,,,http://www.redfin.com/CA/Irvine/99-Kestrel-92618/home/143914993,CRMLS,OC18275049,N,Y,33.701874,-117.7291137
MLS Listing,,Single Family Residential,26 Tesoro,Irvine,CA,92618,1880000,4,4.0,LGA - Laguna Altura,3067,4665,2013,11,613,280,Active,,,http://www.redfin.com/CA/Irvine/26-Tesoro-92618/home/45378880,CRMLS,OC18253014,N,Y,33.6416414,-117.7585256
MLS Listing,,Condo/Co-op,124 Borrego,Irvine,CA,92618,748000,3,3.0,PS - Portola Springs,1694,,2013,11,442,353,Active,,,http://www.redfin.com/CA/Irvine/124-Borrego-92618/home/58555797,CRMLS,OC18272368,N,Y,33.6981989,-117.7155579
MLS Listing,,Condo/Co-op,106 Acamar,Irvine,CA,92618,799000,3,3.5,GP - Great Park,1939,,2016,11,412,408,Active,,,http://www.redfin.com/CA/Irvine/106-Acamar-92618/home/108551837,CRMLS,OC18272586,N,Y,33.6862128,-117.7357264
MLS Listing,,Single Family Residential,69 Orchard,Irvine,CA,92618,698000,3,2.0,699 - Not Defined,1445,2739,1977,11,483,160,Active,,,http://www.redfin.com/CA/Irvine/69-Orchard-92618/home/4746132,CRMLS,AR18273399,N,Y,33.6712462,-117.7714321
MLS Listing,,Condo/Co-op,100 Walking Stick,Irvine,CA,92618,895000,3,2.5,PS - Portola Springs,1640,3500,2017,11,546,232,Active,,,http://www.redfin.com/CA/IRVINE/100-WALKING-STICK-92618/home/112724480,CRMLS,OC18274017,N,Y,33.665242,-117.7490656
MLS Listing,,Single Family Residential,168 Stage,Irvine,CA,92618,922300,4,3.5,GP - Great Park,2146,2500,2018,12,430,215,Active,,,http://www.redfin.com/CA/Irvine/168-Stage-92618/home/148123921,CRMLS,SW18273630,N,Y,33.683667,-117.720754
MLS Listing,,Single Family Residential,112 Spacial,Irvine,CA,92618,2778452,5,5.5,699 - Not Defined,5416,6300,2018,13,513,295,Active,,,http://www.redfin.com/CA/Irvine/112-Spacial-92618/home/148120824,CRMLS,PW18272611,N,Y,33.683777,-117.709147
MLS Listing,,Single Family Residential,109 Spacial,Irvine,CA,92618,2550003,5,5.5,699 - Not Defined,5390,6869,2018,13,473,295,Active,,,http://www.redfin.com/CA/Irvine/109-Spacial-92618/home/145600298,CRMLS,PW18272614,N,Y,33.684457,-117.710464
MLS Listing,,Single Family Residential,55 Mare,Irvine,CA,92618,3094850,5,5.5,699 - Not Defined,5390,8882,2018,13,574,295,Active,,,http://www.redfin.com/CA/Irvine/55-Mare-92618/home/146653174,CRMLS,PW18272604,N,Y,33.683777,-117.709147
MLS Listing,,Condo/Co-op,123 Episode,Irvine,CA,92618,856117,3,3.5,GP - Great Park,1986,,2018,13,431,475,Active,,,http://www.redfin.com/CA/Irvine/123-Episode-92618/home/146798685,CRMLS,OC18272597,N,Y,33.680761,-117.727748
MLS Listing,,Single Family Residential,159 Newington,Irvine,CA,92618,1390000,4,4.5,GP - Great Park,2774,5548,2016,14,501,215,Active,,,http://www.redfin.com/CA/Irvine/159-Newington-92618/home/143914788,CRMLS,OC18263156,N,Y,33.6847708,-117.7362189
MLS Listing,,Condo/Co-op,254 Harringay,Irvine,CA,92618,890000,3,2.5,GP - Great Park,2041,,2018,17,436,461,Active,,,http://www.redfin.com/CA/Irvine/254-Harringay-92618/home/148056078,CRMLS,OC18270546,N,Y,33.6858181,-117.7413498
MLS Listing,,Condo/Co-op,197 Firefly,Irvine,CA,92618,900000,4,3.0,PS - Portola Springs,1935,,2013,17,465,248,Active,,,http://www.redfin.com/CA/Irvine/197-Firefly-92618/home/58555833,CRMLS,OC18267357,N,Y,33.6987426,-117.7145827
MLS Listing,,Condo/Co-op,102 Acamar,Irvine,CA,92618,719900,2,2.5,GP - Great Park,1700,900,2016,18,423,408,Active,,,http://www.redfin.com/CA/Irvine/102-Acamar-92618/home/143914902,CRMLS,PW18267378,N,Y,33.6862128,-117.7357264
MLS Listing,,Single Family Residential,74 Lunar St,Irvine,CA,92618,2103930,5,5.5,699 - Not Defined,4633,5700,2019,20,454,295,Active,,,http://www.redfin.com/CA/Irvine/74-Lunar-Unknown/home/146434971,CRMLS,PW18266751,N,Y,33.676855,-117.708609
MLS Listing,,Single Family Residential,75 Lunar St,Irvine,CA,92618,2204425,5,5.5,699 - Not Defined,4627,5747,2018,20,476,295,Active,,,http://www.redfin.com/CA/Irvine/75-Lunar-Unknown/home/146434969,CRMLS,PW18266758,N,Y,33.676855,-117.708609
MLS Listing,,Single Family Residential,77 Lunar St,Irvine,CA,92618,2077525,4,4.5,699 - Not Defined,4377,6009,2018,21,475,295,Active,,,http://www.redfin.com/CA/Irvine/77-Lunar-Unknown/home/146432580,CRMLS,PW18266753,N,Y,33.676855,-117.708609
MLS Listing,,Single Family Residential,79 Lunar,Irvine,CA,92618,2144455,5,5.5,699 - Not Defined,4633,5880,2019,21,463,295,Active,,,http://www.redfin.com/CA/Irvine/79-Lunar-92618/home/147421599,CRMLS,PW18266761,N,Y,33.676855,-117.708609
MLS Listing,,Condo/Co-op,125 Desert Lotus,Irvine,CA,92618,659000,2,2.0,PS - Portola Springs,1131,,2016,23,583,348,Active,,,http://www.redfin.com/CA/Irvine/125-Desert-Lotus-92618/home/112851012,CRMLS,OC18265198,N,Y,33.6870102,-117.7155148
MLS Listing,,Condo/Co-op,150 Full Moon,Irvine,CA,92618,530565,1,1.5,PS - Portola Springs,1232,500,2011,24,431,324,Active,,,http://www.redfin.com/CA/Irvine/150-Full-Moon-92618/home/45383482,CRMLS,OC18265370,N,Y,33.6967988,-117.7174022
MLS Listing,,Condo/Co-op,259 Magnet,Irvine,CA,92618,849000,3,2.5,GP - Great Park,2093,,2018,24,406,405,Active,,,http://www.redfin.com/CA/Irvine/259-Magnet-92618/home/148009158,CRMLS,OC18265194,N,Y,33.6838947,-117.7408467
MLS Listing,,Condo/Co-op,267 Carmine,Irvine,CA,92618,968000,3,2.5,GP - Great Park,2153,2000,2018,24,450,215,Active,,,http://www.redfin.com/CA/Irvine/267-Carmine-92618/home/147995821,CRMLS,TR18264777,N,Y,33.6793055,-117.7366597
MLS Listing,,Single Family Residential,100 Paramount,Irvine,CA,92618,1798000,5,5.5,GP - Great Park,3825,8207,2016,25,470,215,Active,,,http://www.redfin.com/CA/Irvine/100-Paramount-92618/home/105486514,CRMLS,OC18264725,N,Y,33.685172,-117.731027
MLS Listing,,Single Family Residential,50 Deer Trak,Irvine,CA,92618,1498000,4,4.0,PS - Portola Springs,3322,8494,2007,25,451,134,Active,,,http://www.redfin.com/CA/Irvine/50-Deer-Trak-92618/home/7213311,CRMLS,OC18244126,N,Y,33.7022821,-117.7217366
MLS Listing,,Single Family Residential,97 Millbrook,Irvine,CA,92618,1188000,5,3.5,OC - Oak Creek,2648,4768,2000,25,449,152,Active,December-2-2018 01:00 PM,December-2-2018 04:00 PM,http://www.redfin.com/CA/Irvine/97-Millbrook-92618/home/5766483,CRMLS,OC18263377,N,Y,33.6602347,-117.7787266
MLS Listing,,Single Family Residential,122 Orchard,Irvine,CA,92618,735000,3,2.0,OT - Orangetree,1445,2739,1977,25,509,160,Active,,,http://www.redfin.com/CA/Irvine/122-Orchard-92618/home/4746203,CRMLS,PW18263882,N,Y,33.6713685,-117.7704902
MLS Listing,,Condo/Co-op,201 Augustine,Irvine,CA,92618,1016131,4,3.25,CV - Cypress Village,1934,,2018,25,525,247,Active,,,http://www.redfin.com/CA/Irvine/201-Augustine-92618/home/147965527,CRMLS,OC18257641,N,Y,33.6798176,-117.7477049
MLS Listing,,Condo/Co-op,115 Cultivate,Irvine,CA,92618,1195000,4,4.0,GP - Great Park,2519,,2015,25,474,215,Active,,,http://www.redfin.com/CA/Irvine/115-Cultivate-92618/home/112728520,CRMLS,OC18263683,N,Y,33.686031,-117.7370947
MLS Listing,,Condo/Co-op,2104 Apricot,Irvine,CA,92618,499888,2,2.0,Irvine,1108,,1979,26,451,456,Active,,,http://www.redfin.com/CA/Irvine/2104-Apricot-Dr-92618/unit-2104/home/5259593,CRMLS,180060651,N,Y,33.6704787,-117.7762988
MLS Listing,,Condo/Co-op,257 Radial,Irvine,CA,92618,998000,4,3.0,GP - Great Park,2079,4000,2016,27,480,189,Active,,,http://www.redfin.com/CA/Irvine/257-Radial-92618/home/143913813,CRMLS,OC18262469,N,Y,33.6886735,-117.7308153
MLS Listing,,Condo/Co-op,189 Augustine,Irvine,CA,92618,1010983,4,3.25,CV - Cypress Village,1934,,2018,28,523,247,Active,,,http://www.redfin.com/CA/Irvine/189-Augustine-92618/home/147926729,CRMLS,OC18257639,N,Y,33.6798176,-117.7477049
MLS Listing,,Single Family Residential,60 Pelican,Irvine,CA,92618,1442990,3,3.5,699 - Not Defined,2964,3318,2018,28,487,297,Active,,,http://www.redfin.com/CA/Irvine/60-Pelican-Ln-Unknown/home/147923486,CRMLS,CV18261101,N,Y,33.6824675,-117.7146039
MLS Listing,,Single Family Residential,73 Pelican,Irvine,CA,92618,1574990,4,4.5,699 - Not Defined,3500,3780,2018,28,450,297,Active,,,http://www.redfin.com/CA/Irvine/73-Pelican-Ln-Unknown/home/147923279,CRMLS,CV18261085,N,Y,33.6824675,-117.7146039
MLS Listing,,Condo/Co-op,47 Autumn Sage,Irvine,CA,92618,925000,4,3.0,PS - Portola Springs,2398,2003,2013,29,386,238,Active,,,http://www.redfin.com/CA/Irvine/47-Autumn-Sage-92618/home/51681354,CRMLS,PW18256752,N,Y,33.707593,-117.722267
MLS Listing,,Single Family Residential,56 Peacevine,Irvine,CA,92618,2258800,5,5.5,PS - Portola Springs,3988,5424,2013,30,566,383,Active,,,http://www.redfin.com/CA/Irvine/56-Peacevine-92618/home/51682141,CRMLS,OC18244137,N,Y,33.7027933,-117.7164347
MLS Listing,,Single Family Residential,130 Crossover,Irvine,CA,92618,1836990,4,4.5,GP - Great Park,4102,6583,2018,31,448,215,Active,,,http://www.redfin.com/CA/Irvine/130-Crossover-92618/home/147860249,CRMLS,CV18259701,N,Y,33.665242,-117.7490656
MLS Listing,,Single Family Residential,123 Montero #130,Irvine,CA,92618,1497252,4,2.75,699 - Not Defined,2302,2887,2018,32,650,150,Active,,,http://www.redfin.com/CA/Irvine/123-Montero-92618/unit-130/home/147836225,CRMLS,NP18258568,N,Y,33.665242,-117.7490656
MLS Listing,,Condo/Co-op,120 Hemisphere,Irvine,CA,92618,943000,4,3.0,PS - Portola Springs,2040,240,2018,33,462,232,Active,,,http://www.redfin.com/CA/Irvine/120-Hemisphere-92618/home/147516318,CRMLS,PW18257554,N,Y,33.689809,-117.710042
MLS Listing,,Condo/Co-op,102 Capricorn,Irvine,CA,92618,589000,2,2.0,IRSP - Irvine Spectrum,1235,,2015,33,477,310,Active,,,http://www.redfin.com/CA/Irvine/102-Capricorn-92618/home/112728877,CRMLS,AR18257999,N,Y,33.7011379,-117.7299004
MLS Listing,,Condo/Co-op,33 Peach Blossom #32,Irvine,CA,92618,798000,3,2.5,STE - Stonegate East,1526,,2011,33,523,270,Active,,,http://www.redfin.com/CA/Irvine/33-Peach-Blossom-92618/unit-32/home/45383072,CRMLS,TR18257599,N,Y,33.7009059,-117.7335718
MLS Listing,,Single Family Residential,122 Montero #129,Irvine,CA,92618,1597914,4,2.75,699 - Not Defined,2466,2544,2018,34,648,150,Active,,,http://www.redfin.com/CA/Irvine/122-Montero-92618/unit-129/home/147802888,CRMLS,NP18257330,N,Y,33.665242,-117.7490656
MLS Listing,,Single Family Residential,110 Pitch,Irvine,CA,92618,1234990,4,3.5,699 - Not Defined,2826,2567,2018,34,437,215,Active,,,http://www.redfin.com/CA/Irvine/110-Pitch-92618/home/147801184,CRMLS,CV18256759,N,Y,33.6842,-117.728
MLS Listing,,Single Family Residential,108 Pitch,Irvine,CA,92618,1349900,4,4.0,699 - Not Defined,3116,3618,2018,34,433,215,Active,,,http://www.redfin.com/CA/Irvine/108-Pitch-92618/home/147801066,CRMLS,CV18256693,N,Y,33.665242,-117.7490656
MLS Listing,,Single Family Residential,212 Gaspar,Irvine,CA,92618,1029000,4,3.0,PS - Portola Springs,1991,2886,2018,34,517,223,Active,,,http://www.redfin.com/CA/IRVINE/212-GASPER-92618/home/143912204,CRMLS,TR18256653,N,Y,33.665242,-117.7490656
MLS Listing,,Condo/Co-op,460 Orange Blossom,Irvine,CA,92618,309900,1,1.0,OT - Orangetree,473,,1977,35,655,321,Active,,,http://www.redfin.com/CA/Irvine/460-Orange-Blossom-92618/home/5464490,CRMLS,PW18256548,N,Y,33.6718933,-117.7742392
MLS Listing,,Single Family Residential,111 Tranquil,Irvine,CA,92618,4380000,5,5.5,LGA - Laguna Altura,5174,11582,2016,35,847,392,Active,,,http://www.redfin.com/CA/Irvine/111-Tranquil-Hts-92618/home/112725183,CRMLS,OC18256028,N,Y,33.6317347,-117.7527161
MLS Listing,,Condo/Co-op,60 Pathway,Irvine,CA,92618,688888,2,2.5,PS - Portola Springs,1300,,2006,35,530,239,Active,,,http://www.redfin.com/CA/Irvine/60-Pathway-92618/home/12255235,CRMLS,PW18254419,N,Y,33.6938959,-117.7165325
MLS Listing,,Single Family Residential,65 Buttonquail,Irvine,CA,92618,2398000,5,5.5,GP - Great Park,5115,7049,2018,36,469,295,Active,,,http://www.redfin.com/CA/Irvine/65-Buttonquail-92618/home/147761391,CRMLS,TR18252098,N,Y,33.681896513,-117.704034
MLS Listing,,Single Family Residential,112 Prairie Rose,Irvine,CA,92618,1788888,4,4.5,GP - Great Park,3594,6000,2014,38,498,193,Active,,,http://www.redfin.com/CA/Irvine/112-Prairie-Rose-92618/home/51684760,CRMLS,TR18254996,N,Y,33.6970766,-117.7242566
MLS Listing,,Condo/Co-op,14 Lavender,Irvine,CA,92618,996000,4,2.5,OC - Oak Creek,2050,,2000,38,486,165,Active,,,http://www.redfin.com/CA/Irvine/14-Lavender-92618/home/5793659,CRMLS,OC18254782,N,Y,33.6683707,-117.7794083
MLS Listing,,Single Family Residential,53 Thrasher,Irvine,CA,92618,2245510,5,5.5,699 - Not Defined,4383,7238,2018,38,512,295,Active,,,http://www.redfin.com/CA/Irvine/53-Thrasher-92618/home/147710769,CRMLS,PW18254260,N,Y,33.6831337,-117.7073715
MLS Listing,,Condo/Co-op,105 Sculpture,Irvine,CA,92618,1147965,3,3.0,GP - Great Park,2820,4428,2018,38,407,189,Active,,,http://www.redfin.com/CA/Irvine/105-Sculpture-92618/home/147709384,CRMLS,IV18254199,N,Y,33.665242,-117.7490656
MLS Listing,,Condo/Co-op,104 Vessel,Irvine,CA,92618,981685,4,3.0,PS - Portola Springs,1991,,2018,39,493,258,Active,,,http://www.redfin.com/CA/Irvine/104-Vessel-92618/home/147448965,CRMLS,EV18241591,N,Y,33.690303,-117.705835
